relative_path,path,file,suffix,role,size_mb,modified_utc,age_hours,parent,exists
Finance Database/archive/xtzust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xtzust.csv,xtzust.csv,.csv,other,9.4709,2022-09-28T10:22:00+00:00,31998.04,Finance Database/archive,True
Cripto_MinuteTimeSeries/xtzusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xtzusd.csv,xtzusd.csv,.csv,other,36.3351,2022-09-28T10:21:58+00:00,31998.04,Cripto_MinuteTimeSeries,True
Finance Database/archive/xtzusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xtzusd.csv,xtzusd.csv,.csv,other,36.3351,2022-09-28T10:21:58+00:00,31998.04,Finance Database/archive,True
Cripto_MinuteTimeSeries/xtzbtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xtzbtc.csv,xtzbtc.csv,.csv,other,24.1611,2022-09-28T10:21:56+00:00,31998.05,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xsnusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xsnusd.csv,xsnusd.csv,.csv,other,10.5438,2022-09-28T10:21:56+00:00,31998.05,Cripto_MinuteTimeSeries,True
Finance Database/archive/xtzbtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xtzbtc.csv,xtzbtc.csv,.csv,other,24.1611,2022-09-28T10:21:56+00:00,31998.05,Finance Database/archive,True
Finance Database/archive/xsnusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xsnusd.csv,xsnusd.csv,.csv,other,10.5438,2022-09-28T10:21:56+00:00,31998.05,Finance Database/archive,True
Cripto_MinuteTimeSeries/xrpust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xrpust.csv,xrpust.csv,.csv,other,19.4191,2022-09-28T10:21:54+00:00,31998.05,Cripto_MinuteTimeSeries,True
Finance Database/archive/xrpust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xrpust.csv,xrpust.csv,.csv,other,19.4191,2022-09-28T10:21:54+00:00,31998.05,Finance Database/archive,True
Cripto_MinuteTimeSeries/xrdusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xrdusd.csv,xrdusd.csv,.csv,other,10.2805,2022-09-28T10:21:38+00:00,31998.05,Cripto_MinuteTimeSeries,True
Finance Database/archive/xrdusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xrdusd.csv,xrdusd.csv,.csv,other,10.2805,2022-09-28T10:21:38+00:00,31998.05,Finance Database/archive,True
Cripto_MinuteTimeSeries/xmrust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xmrust.csv,xmrust.csv,.csv,other,11.3501,2022-09-28T10:21:36+00:00,31998.05,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xrdbtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xrdbtc.csv,xrdbtc.csv,.csv,other,10.637,2022-09-28T10:21:36+00:00,31998.05,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xrausd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xrausd.csv,xrausd.csv,.csv,other,8.5163,2022-09-28T10:21:36+00:00,31998.05,Cripto_MinuteTimeSeries,True
Finance Database/archive/xmrust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xmrust.csv,xmrust.csv,.csv,other,11.3501,2022-09-28T10:21:36+00:00,31998.05,Finance Database/archive,True
Finance Database/archive/xrdbtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xrdbtc.csv,xrdbtc.csv,.csv,other,10.637,2022-09-28T10:21:36+00:00,31998.05,Finance Database/archive,True
Finance Database/archive/xrausd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xrausd.csv,xrausd.csv,.csv,other,8.5163,2022-09-28T10:21:36+00:00,31998.05,Finance Database/archive,True
Cripto_MinuteTimeSeries/xlmust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xlmust.csv,xlmust.csv,.csv,other,15.9723,2022-09-28T10:21:26+00:00,31998.05,Cripto_MinuteTimeSeries,True
Finance Database/archive/xlmust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xlmust.csv,xlmust.csv,.csv,other,15.9723,2022-09-28T10:21:26+00:00,31998.05,Finance Database/archive,True
Cripto_MinuteTimeSeries/xlmbtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xlmbtc.csv,xlmbtc.csv,.csv,other,24.5304,2022-09-28T10:21:22+00:00,31998.05,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xlmusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xlmusd.csv,xlmusd.csv,.csv,other,40.6025,2022-09-28T10:21:22+00:00,31998.05,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xlmeth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xlmeth.csv,xlmeth.csv,.csv,other,2.2516,2022-09-28T10:21:22+00:00,31998.05,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xlmf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xlmf0-ustf0.csv,xlmf0-ustf0.csv,.csv,other,0.5005,2022-09-28T10:21:22+00:00,31998.05,Cripto_MinuteTimeSeries,True
Finance Database/archive/xlmbtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xlmbtc.csv,xlmbtc.csv,.csv,other,24.5304,2022-09-28T10:21:22+00:00,31998.05,Finance Database/archive,True
Finance Database/archive/xlmusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xlmusd.csv,xlmusd.csv,.csv,other,40.6025,2022-09-28T10:21:22+00:00,31998.05,Finance Database/archive,True
Finance Database/archive/xlmeth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xlmeth.csv,xlmeth.csv,.csv,other,2.2516,2022-09-28T10:21:22+00:00,31998.05,Finance Database/archive,True
Finance Database/archive/xlmf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xlmf0-ustf0.csv,xlmf0-ustf0.csv,.csv,other,0.5005,2022-09-28T10:21:22+00:00,31998.05,Finance Database/archive,True
Cripto_MinuteTimeSeries/wooust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/wooust.csv,wooust.csv,.csv,other,0.1977,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/woousd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/woousd.csv,woousd.csv,.csv,other,0.1762,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xaut-btc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xaut-btc.csv,xaut-btc.csv,.csv,other,0.2333,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xautf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xautf0-ustf0.csv,xautf0-ustf0.csv,.csv,other,0.359,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xaut-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xaut-usd.csv,xaut-usd.csv,.csv,other,0.2051,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/wprusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/wprusd.csv,wprusd.csv,.csv,other,0.1111,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xcnusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xcnusd.csv,xcnusd.csv,.csv,other,0.2478,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xdcusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xdcusd.csv,xdcusd.csv,.csv,other,12.8807,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/wtcusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/wtcusd.csv,wtcusd.csv,.csv,other,0.2167,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xaut-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xaut-ust.csv,xaut-ust.csv,.csv,other,0.185,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xagf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xagf0-ustf0.csv,xagf0-ustf0.csv,.csv,other,0.2706,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xdcust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xdcust.csv,xdcust.csv,.csv,other,10.0402,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xcnust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xcnust.csv,xcnust.csv,.csv,other,0.018,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xchusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xchusd.csv,xchusd.csv,.csv,other,7.7627,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xcheth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xcheth.csv,xcheth.csv,.csv,other,0.439,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/xautf0-btcf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/xautf0-btcf0.csv,xautf0-btcf0.csv,.csv,other,0.3866,2022-09-28T10:21:20+00:00,31998.06,Cripto_MinuteTimeSeries,True
Finance Database/archive/wooust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/wooust.csv,wooust.csv,.csv,other,0.1977,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/woousd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/woousd.csv,woousd.csv,.csv,other,0.1762,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xaut-btc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xaut-btc.csv,xaut-btc.csv,.csv,other,0.2333,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xautf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xautf0-ustf0.csv,xautf0-ustf0.csv,.csv,other,0.359,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xaut-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xaut-usd.csv,xaut-usd.csv,.csv,other,0.2051,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/wprusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/wprusd.csv,wprusd.csv,.csv,other,0.1111,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xcnusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xcnusd.csv,xcnusd.csv,.csv,other,0.2478,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xdcusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xdcusd.csv,xdcusd.csv,.csv,other,12.8807,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/wtcusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/wtcusd.csv,wtcusd.csv,.csv,other,0.2167,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xaut-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xaut-ust.csv,xaut-ust.csv,.csv,other,0.185,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xagf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xagf0-ustf0.csv,xagf0-ustf0.csv,.csv,other,0.2706,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xdcust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xdcust.csv,xdcust.csv,.csv,other,10.0402,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xcnust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xcnust.csv,xcnust.csv,.csv,other,0.018,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xchusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xchusd.csv,xchusd.csv,.csv,other,7.7627,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
Finance Database/archive/xcheth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/xcheth.csv,xcheth.csv,.csv,other,0.439,2022-09-28T10:21:20+00:00,31998.06,Finance Database/archive,True
