mkt_price,ticker,date,mkt_market_cap,target_source,country,sector,company_name,mkt_pe,mkt_pb,mkt_beta_bank,fund_roa,fund_roe,fund_assets,data_source,ret_1m,mkt_vol_1y,mkt_mom_6m,mkt_mom_12m,mkt_drawdown_1y
6.006529331207275,BAMI.MI,2015-12-31,9178237485.45451,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.06153846956166209,0.09494096983709194,-0.13211400150639474,,-0.18872726399173778
3.9949758052825928,BAMI.MI,2016-01-31,6104496401.777946,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.3348944814892584,0.13585598877634317,-0.46041802626359674,-0.2406417003244965,-0.46041802626359674
3.5518712997436523,BAMI.MI,2016-02-29,5427413487.759467,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.11091544157864974,0.1147044745094793,-0.505548266670738,-0.4502902449948337,-0.5202659991484493
2.834463119506836,BAMI.MI,2016-03-31,4331182654.753979,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.2019803421054681,0.11882087908362611,-0.5427383100494724,-0.5848214644292579,-0.6171628367600703
2.961930751800537,BAMI.MI,2016-04-30,4525958728.654384,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.04497064414649321,0.12249210463846578,-0.5358673204474567,-0.5554647553245879,-0.5999464029259546
2.137010335922241,BAMI.MI,2016-05-31,3265444533.844132,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.2785076644269393,0.1294631254750526,-0.6661130113870535,-0.7030907703870899,-0.7113643958926428
1.3883497714996338,BAMI.MI,2016-06-30,2121458701.5325465,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.35033081115142006,0.14867476718337255,-0.7688599031246911,-0.799396746231464,-0.8124823412067534
1.6305339336395264,BAMI.MI,2016-07-31,2491526611.4296885,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.17444030827930046,0.16278182889150328,-0.5918538651764909,-0.7797717029990467,-0.7730153314399566
1.4492195844650269,BAMI.MI,2016-08-31,2214470417.3313746,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.11119937183385475,0.16107469861371831,-0.5919842071502927,-0.7982558839997491,-0.77357359729984
1.3572672605514526,BAMI.MI,2016-09-30,2073963275.9055636,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.06344954546520154,0.16140204281667322,-0.5211554346180374,-0.781042724809818,-0.7879402496324859
1.6991742849349976,BAMI.MI,2016-10-31,2596412047.0175366,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.2519084002988692,0.18871903390948977,-0.42632882828132246,-0.733740461888163,-0.7345206171496278
1.2562494277954102,BAMI.MI,2016-11-30,1919603643.5495307,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.2606706451872485,0.19265711584599077,-0.4121463023934008,-0.8037232991611469,-0.7908526940393861
1.4841874837875366,BAMI.MI,2016-12-31,2267902885.0098352,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.1814433112953806,0.2100287671688554,0.06902994782387095,-0.7529043142973841,-0.6284864899995184
1.7030596733093262,BAMI.MI,2017-01-31,2602349089.069014,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.1474693675244072,0.2046256857833073,0.04447974873354199,-0.5736996276529748,-0.5205176287124367
1.5256304740905762,BAMI.MI,2017-02-28,2331229572.7082424,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.10418260851305094,0.20444685048184927,0.05272554307479638,-0.5704713528891983,-0.48492027601821686
1.798897385597229,BAMI.MI,2017-03-31,2748793272.546303,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.17911736567109826,0.20784120046229218,0.32538184474172294,-0.3653481065895059,-0.3926605527480034
1.728961706161499,BAMI.MI,2017-04-30,2641928519.3463492,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.03887696985701694,0.2070221166424642,0.01753052732176963,-0.41627207013179657,-0.19094368562548203
1.7950117588043213,BAMI.MI,2017-05-31,2742855866.1808896,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.03820214895878826,0.19102014213241267,0.42886573246396154,-0.16003599578769845,-0.002160004691772688
1.897324800491333,BAMI.MI,2017-06-30,2899194633.99206,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.05699853562806956,0.1552382460958863,0.2783592512513988,0.3666043236654457,0.0
2.0009329319000244,BAMI.MI,2017-07-31,3057512355.101401,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.05460748279991967,0.14937913178784754,0.17490476890447493,0.227164237811186,0.0
2.0643932819366455,BAMI.MI,2017-08-31,3154482523.9674726,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.03171538087304171,0.14286070922936941,0.35314108953363976,0.4244861883361226,0.0
2.2716095447540283,BAMI.MI,2017-09-30,3471117966.186154,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.10037635010272328,0.13992336954989368,0.26277883493607956,0.6736641417483848,0.0
1.9387681484222412,BAMI.MI,2017-10-31,2962521868.1613708,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.14652227408554375,0.1356867053231906,0.12134822969939418,0.14100605547735756,-0.14652227408554375
1.863652229309082,BAMI.MI,2017-11-30,2847741483.9257054,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.038744147501230675,0.10578804517571741,0.0382395659349235,0.4835049378526699,-0.17958954098738844
1.6965841054916382,BAMI.MI,2017-12-31,2592454140.4211965,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.08964554716272444,0.10133146090488047,-0.10580196650974616,0.14310632856307426,-0.2531356854835959
1.9837729930877686,BAMI.MI,2018-01-31,3031291223.9006486,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.1692747719765466,0.10406442468982832,-0.008575969008597029,0.16482882201829718,-0.12671039894641178
2.01194167137146,BAMI.MI,2018-02-28,3074334186.763717,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.014199547217268238,0.09681943822855463,-0.025407760732480078,0.31876080449348154,-0.11431008202190196
1.8241513967514038,BAMI.MI,2018-03-31,2787382497.546682,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.09333783244921168,0.0897339077835324,-0.19697845918809764,0.014038605735029464,-0.19697845918809764
1.9533381462097168,BAMI.MI,2018-04-30,2984785457.0797186,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.07082019052167454,0.09045856813417358,0.007515080026114784,0.12977525138272727,-0.14010832067479018
1.4372400045394897,BAMI.MI,2018-05-31,2196165099.3233023,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.26421341469815185,0.12030385082480732,-0.2288046117529543,-0.19931443485537248,-0.3673032375398321
1.6266486644744873,BAMI.MI,2018-06-30,2485589751.5351787,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.13178638177114088,0.12596248701658727,-0.04122132276895574,-0.14266199226761345,-0.2839224204568914
1.7613391876220703,BAMI.MI,2018-07-31,2691402716.1145344,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.08280246748371867,0.1274293084721827,-0.11212664263539407,-0.11974101703171192,-0.22462942996095325
1.255731463432312,BAMI.MI,2018-08-31,1918812171.5244434,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.28705869246704474,0.15071838095167583,-0.3758609002932325,-0.39171887720236764,-0.44720629197378914
1.374751091003418,BAMI.MI,2018-09-30,2100679327.5878263,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.09478111446358728,0.15028915758914818,-0.24636129794287587,-0.394811888258606,-0.31670430084272505
1.0755826234817505,BAMI.MI,2018-10-31,1643536926.1003017,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.2176164612484921,0.15658443052545598,-0.44936178839858054,-0.44522369817295915,-0.4654006928796455
1.339136004447937,BAMI.MI,2018-11-30,2046257929.731184,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.2450331338684537,0.17625602506472332,-0.06825860662220196,-0.28144533438816566,-0.33440614929204104
1.2743808031082153,BAMI.MI,2018-12-31,1947309171.8808782,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.04835595572416651,0.17499953858581624,-0.2165605081537858,-0.2488549203171253,-0.36659157606715254
1.095397710800171,BAMI.MI,2019-01-31,1673815239.4448445,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.1404471033081357,0.16913990211260754,-0.3780881510511138,-0.44782103868892276,-0.4555519544194926
1.3805791139602661,BAMI.MI,2019-02-28,2109584799.5865588,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.2603450786397705,0.1892824226710388,0.09942225241908487,-0.313807585177566,-0.2932206250929159
1.1926597356796265,BAMI.MI,2019-03-31,1822435834.3733974,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.13611634159927477,0.19130881788041745,-0.13245405405780386,-0.3461837993252034,-0.3894248479230904
1.3728084564208984,BAMI.MI,2019-04-30,2097710897.640571,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.15104787673461262,0.1960143130772897,0.2763393777941514,-0.29719876761496,-0.2205882512190711
1.0833531618118286,BAMI.MI,2019-05-31,1655410645.8893216,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.2108490031913992,0.19025999610018152,-0.19100587377721623,-0.2462266855987293,-0.3849264415251952
1.1591166257858276,BAMI.MI,2019-06-30,1771180506.7740722,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.06993422518589432,0.18699109047289159,-0.09044720152819186,-0.28742041775794447,-0.3419117487809289
1.0930662155151367,BAMI.MI,2019-07-31,1670252613.4686286,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.05698340339645447,0.18493358641890673,-0.0021284463734464465,-0.3794118570706124,-0.2082552861605903
1.1846948862075806,BAMI.MI,2019-08-31,1810265198.7268648,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.0838271912459223,0.16690890893610144,-0.14188555061562613,-0.05656987922446888,-0.14188555061562613
1.2135108709335327,BAMI.MI,2019-09-30,1854297273.9250824,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.024323549515941068,0.16480009767727968,0.017482886887285165,-0.11728684641537368,-0.12101316131568085
1.3190617561340332,BAMI.MI,2019-10-31,2015583607.138646,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.0869797607328413,0.15075601708739264,-0.03915090997253201,0.226369529719735,-0.044559096399602205
1.308700680732727,BAMI.MI,2019-11-30,1999751434.2823827,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.00785488272487933,0.1343495902130128,0.2080092871506658,-0.022727582272539237,-0.05206397264793605
1.3132339715957642,BAMI.MI,2019-12-31,2006678499.4538488,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.0034639630969695023,0.13326077061693853,0.13296103462018083,0.03048787959830057,-0.04878035723090057
1.1979697942733765,BAMI.MI,2020-01-31,1830549834.3470426,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.0877712424560001,0.1286182065548875,0.0959718425738747,0.09363912528014895,-0.13227008712529698
1.2837700843811035,BAMI.MI,2020-02-29,1961656401.1356428,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.07162141359312724,0.10532361645891397,0.08362929504210181,-0.07012204414816958,-0.06485855446427702
0.7770615220069885,BAMI.MI,2020-03-31,1187383728.0264103,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.39470351314378505,0.15176345456754645,-0.3596583758584637,-0.3484633556743768,-0.4339621683035845
0.7210481762886047,BAMI.MI,2020-04-30,1101792904.938752,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.07208354053320376,0.14195300198896496,-0.4533628369289654,-0.47476417928799985,-0.4533628369289654
0.7450076937675476,BAMI.MI,2020-05-31,1138404087.4258,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.03322873320652131,0.13255408956725157,-0.4307272054367497,-0.31231317724538055,-0.4351987764765083
0.859947919845581,BAMI.MI,2020-06-30,1314037740.972612,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.15428058936784117,0.13982253329060543,-0.3451677778327473,-0.2581006080707573,-0.3480609108356262
0.8230375647544861,BAMI.MI,2020-07-31,1257637116.582348,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.042921616808751506,0.13948324309842977,-0.3129730242875647,-0.24703777953048567,-0.37604319060338587
0.9143421649932861,BAMI.MI,2020-08-31,1397154508.1236224,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.11093612752175708,0.1413881937133182,-0.2877679764331913,-0.2282045143958894,-0.30682383842809435
0.9357115626335144,BAMI.MI,2020-09-30,1429807875.0928142,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.02337133565352434,0.1413674192609901,0.20416664077866797,-0.22892197750672982,-0.2906233856889757
1.0043518543243408,BAMI.MI,2020-10-31,1534693219.6021783,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.0733562504001144,0.14056918208178135,0.39290533885539114,-0.23858617714159092,-0.23520722426643292
1.1982934474945068,BAMI.MI,2020-11-30,1831044390.5146174,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.1931012446834548,0.15247707031267912,0.6084309699335675,-0.08436400688383872,-0.0875247873473669
1.1707723140716553,BAMI.MI,2020-12-31,1788990904.3006341,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.022966939759534788,0.1526997356966673,0.3614456027545112,-0.10848155058842857,-0.08802025509413836
1.1736865043640137,BAMI.MI,2021-01-31,1793443913.5354521,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.002489117873161417,0.15000586391780413,0.42604244888157305,-0.020270369107337705,-0.08575023001113191
1.3753986358642578,BAMI.MI,2021-02-28,2101668804.2369113,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.17186201830747483,0.15635679130157162,0.5042493811650446,0.07137458069629954,0.0
1.5767868757247925,BAMI.MI,2021-03-31,2409398774.45686,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.14642172429812583,0.09016670516569164,0.6851206490245807,1.0291660712426984,0.0
1.5744208097457886,BAMI.MI,2021-04-30,2405783322.9599824,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.0015005616899977925,0.08243489890404282,0.5675988479206335,1.1835168044522106,-0.0015005616899977925
1.9451074600219727,BAMI.MI,2021-05-31,2972208611.3949943,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.23544318519013752,0.09405342929081985,0.6232313245882866,1.610855533834087,0.0
1.8022801876068115,BAMI.MI,2021-06-30,2753962340.8215394,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.07342898803829978,0.10188741332123046,0.5393942664555575,1.0958015549714255,-0.07342898803829978
1.6833679676055908,BAMI.MI,2021-07-31,2572259308.186144,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.06597876446676154,0.10435713265674915,0.4342569002425043,1.0453112223471153,-0.13456299859824972
1.8653901815414429,BAMI.MI,2021-08-31,2850397150.359249,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.10812978352841007,0.10425059253888838,0.3562542036180585,1.0401445464949548,-0.04098348297920218
1.804937481880188,BAMI.MI,2021-09-30,2758022801.7907505,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.03240753610662861,0.10750974735930799,0.14469336957825885,0.9289464338778499,-0.07206284538140695
1.7843440771102905,BAMI.MI,2021-10-31,2726555185.603447,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.01140948369493966,0.10940712124518828,0.13333364629396427,0.7766125182401094,-0.08265012921695647
1.6381950378417969,BAMI.MI,2021-11-30,2503233111.1222687,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.08190631007960025,0.10641619398646592,-0.1577868721847937,0.36710673104912117,-0.1577868721847937
1.753785252571106,BAMI.MI,2021-12-31,2679859975.5360055,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.07055949509015158,0.10550710301564803,-0.02690754488074376,0.49797294614174503,-0.09836073912785537
1.8222097158432007,BAMI.MI,2022-01-31,2784415524.8551693,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.039015303140325974,0.10488233498383517,0.08247854949687405,0.5525523289803889,-0.06318301004170934
2.0467472076416016,BAMI.MI,2022-02-28,3127518556.652035,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.12322263998822969,0.10024771800729433,0.09722203316750422,0.48811199478578016,0.0
1.787001132965088,BAMI.MI,2022-03-31,2730615282.2587223,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.1269067688020986,0.10434480962096901,-0.00993737960187735,0.1333181170370077,-0.1269067688020986
2.143998384475708,BAMI.MI,2022-04-30,3276122575.2965183,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.19977449645947964,0.11683889680319462,0.20156107332609885,0.361769592477557,0.0
2.299114227294922,BAMI.MI,2022-05-31,3513146314.7385807,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.07234886180063316,0.09917375492452202,0.4034435303404642,0.18199856540005777,0.0
1.9237200021743774,BAMI.MI,2022-06-30,2939527647.6451807,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.16327776178490427,0.10958370336113797,0.09689598504385954,0.0673812070967843,-0.16327776178490427
1.7834781408309937,BAMI.MI,2022-07-31,2725231997.3893538,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.07290138959145231,0.11004264598801787,-0.021255278509084485,0.05947016644720815,-0.22427597565285495
1.758687973022461,BAMI.MI,2022-08-31,2687351545.1506815,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,-0.01389989999932495,0.10573994621791746,-0.1407400159353639,-0.057201013265122835,-0.23505846201835412
1.908137321472168,BAMI.MI,2022-09-30,2915716635.285379,yfinance_marketcap_proxy,IT,Banks,Banco BPM S.p.A.,9.637681,1.3032827,0.544,0.00997,0.13722,,yfinance_generated_csv,0.0849777508814511,0.1078592195429223,0.06778741561628698,0.05717640673320035,-0.1700554505648757
